,user_id,pnew_id,nnew_id,user_index
39,U27024,['N6477'],"['N20394', 'N28072', 'N29212', 'N47572', 'N54321', 'N9621', 'N60539', 'N18409', 'N37204', 'N62894', 'N17231', 'N37994', 'N62992', 'N61233', 'N47612', 'N3726', 'N25491', 'N9944', 'N57081', 'N45734', 'N130', 'N43277', 'N9047', 'N57032', 'N6664', 'N59267', 'N36725', 'N3380', 'N59501', 'N28918', 'N32015', 'N3841', 'N50471', 'N44698', 'N4021', 'N22978', 'N1180', 'N33828', 'N10960', 'N52312', 'N35773', 'N49712', 'N23446', 'N6388', 'N12446', 'N58345', 'N27343', 'N34668', 'N1228', 'N42698', 'N55275', 'N18529', 'N48487', 'N36612', 'N37338', 'N4258', 'N39015', 'N56211', 'N17628', 'N56142', 'N39683', 'N48613', 'N26918', 'N8373', 'N38869', 'N38442', 'N14056', 'N55712', 'N18531', 'N34185', 'N5695', 'N9639', 'N38311', 'N19050', 'N23767', 'N54752', 'N4754', 'N58264', 'N16118', 'N45523', 'N9284', 'N3415', 'N44453', 'N6837', 'N57818', 'N47652', 'N30648', 'N7494', 'N27737', 'N22257', 'N34436', 'N31289', 'N31053', 'N61740', 'N23089', 'N52424', 'N57311', 'N41787', 'N19019', 'N42670', 'N46452', 'N32567', 'N61595', 'N45428', 'N55949', 'N19661', 'N38779', 'N15574', 'N61754', 'N20793', 'N55943', 'N50592']",89
40,U84248,['N58363'],"['N40839', 'N22339', 'N12493', 'N64851', 'N63970', 'N33212']",63
41,U78954,['N53017'],"['N9473', 'N42346', 'N3232', 'N29341', 'N61022', 'N58051', 'N65185', 'N41220', 'N1034', 'N47245', 'N17965', 'N288', 'N43869', 'N49707', 'N9163', 'N17252', 'N61768', 'N6926', 'N54595', 'N64916', 'N57097']",23
42,U40466,['N33619'],['N41020'],16
43,U15141,"['N20746', 'N25088']","['N7618', 'N56214', 'N13907', 'N17117', 'N14029', 'N8509', 'N15719', 'N22417', 'N62563', 'N41511', 'N36660', 'N4510', 'N24376', 'N47061', 'N23162', 'N21128', 'N34048', 'N20036', 'N26262', 'N38215', 'N63796', 'N36261', 'N21420', 'N35847', 'N50415', 'N51048']",5
44,U16402,['N55689'],"['N23414', 'N55204', 'N38662', 'N13930']",36
45,U9312,['N51048'],"['N287', 'N34876', 'N47061', 'N62128', 'N45266', 'N59673']",73
46,U1700,"['N47981', 'N16804', 'N13259']","['N63538', 'N24176', 'N17586', 'N29128', 'N35729', 'N9139', 'N50406', 'N36621', 'N40318', 'N47067', 'N20018', 'N22442', 'N33848', 'N3697', 'N23081', 'N22457', 'N56598', 'N4936', 'N7128', 'N45616', 'N26286', 'N18870', 'N30108', 'N1914', 'N29715', 'N8957', 'N13730', 'N21519']",0
47,U53159,['N14184'],"['N56243', 'N33619', 'N453', 'N44815', 'N36789', 'N48025', 'N8400', 'N60105', 'N6379', 'N51187', 'N28385', 'N25049', 'N42966', 'N45389', 'N28188', 'N53696', 'N16920', 'N16533', 'N53899', 'N23547', 'N43992', 'N49157', 'N58015', 'N30963', 'N32691', 'N14408', 'N5587', 'N3304', 'N11827', 'N4985', 'N59713', 'N51478', 'N38888', 'N47578', 'N31978', 'N50675', 'N31370', 'N62395', 'N21741', 'N18708', 'N55083', 'N20079', 'N25315', 'N27245', 'N60862', 'N52773']",6
48,U40937,['N39317'],"['N64745', 'N16463', 'N19092', 'N44422', 'N62386', 'N33212', 'N20678', 'N57283', 'N33261', 'N3344', 'N45704', 'N14726', 'N17059', 'N46607', 'N261', 'N305', 'N27560']",62
49,U38865,['N18151'],"['N3243', 'N18529', 'N496', 'N6837', 'N19661', 'N23767', 'N1539', 'N50872', 'N57032', 'N41387', 'N18531', 'N41432', 'N29212', 'N45523', 'N38779', 'N6477', 'N42698', 'N34185', 'N53515', 'N36226', 'N55913', 'N44698', 'N4975', 'N25165', 'N62318', 'N23446']",53
50,U78765,['N45389'],"['N52773', 'N20930', 'N12537', 'N29128', 'N31978', 'N42397', 'N59981', 'N18708', 'N3304', 'N53054']",33
51,U700,['N30035'],"['N55132', 'N19444', 'N61032', 'N64968', 'N36261', 'N8509', 'N30089', 'N13486', 'N29964', 'N63656', 'N49491', 'N64258', 'N28899', 'N64096', 'N21128', 'N36221', 'N59685', 'N23162', 'N21712', 'N25315', 'N26940', 'N48752', 'N64305', 'N35047', 'N56214', 'N34048', 'N38215', 'N37753', 'N5146', 'N35958', 'N26262', 'N20576', 'N50138', 'N59317', 'N35273', 'N4642', 'N17117', 'N11363', 'N48920', 'N37437', 'N51195', 'N51048', 'N50415', 'N11769', 'N38695', 'N21420', 'N3344', 'N59385', 'N50014', 'N47061', 'N7618', 'N8559', 'N22417', 'N63106', 'N22880', 'N63958', 'N14029', 'N24376', 'N58114', 'N8347', 'N5213', 'N20812', 'N13907', 'N27789', 'N33885', 'N4428', 'N4510', 'N56227', 'N9354', 'N46477', 'N23864']",1
52,U7932,"['N65185', 'N9473', 'N61022']","['N39342', 'N288', 'N64916', 'N17965', 'N1034', 'N57097', 'N25867', 'N43869', 'N49707']",19
53,U2579,['N28213'],"['N35047', 'N14592', 'N21216', 'N26262', 'N59673', 'N62920', 'N47061', 'N18887', 'N29468', 'N30920', 'N11817', 'N9734', 'N20076', 'N25163', 'N22457', 'N9719', 'N834', 'N35062', 'N33361', 'N23081', 'N19592', 'N38159', 'N64734', 'N1644', 'N53886', 'N33', 'N59088', 'N59272', 'N41172', 'N4754', 'N40468', 'N31035', 'N62128', 'N57426', 'N60992', 'N51954', 'N3123', 'N35233', 'N23942', 'N14726', 'N24457', 'N5146', 'N32519', 'N53848', 'N33005', 'N56227', 'N13907', 'N27437', 'N52723', 'N26673', 'N63656', 'N25324', 'N29715', 'N28480', 'N56355', 'N13579', 'N48063', 'N52502', 'N33212', 'N42143', 'N34876']",38
54,U45798,['N39010'],"['N51048', 'N47061', 'N59673', 'N287']",52
55,U92183,['N33619'],"['N23429', 'N50675', 'N2350', 'N36789', 'N16920']",80
56,U73329,['N20495'],"['N45266', 'N53848', 'N12377', 'N4428', 'N26049', 'N64968', 'N37497', 'N26262', 'N37753', 'N849', 'N21216', 'N59088', 'N35336', 'N20076', 'N36184', 'N52409', 'N47020', 'N4754', 'N12731', 'N36659', 'N33212', 'N49955', 'N6767', 'N25791', 'N53886', 'N41172']",67
57,U61875,['N14408'],"['N44516', 'N57809', 'N43519', 'N16920', 'N42597', 'N31947', 'N54489', 'N51478', 'N25049', 'N23563', 'N13967', 'N62395', 'N32691', 'N2350', 'N10642', 'N21741', 'N36789']",29
58,U39029,['N34185'],"['N35815', 'N6578', 'N45523', 'N62318', 'N50872', 'N1539', 'N23446', 'N29212', 'N25165', 'N6477', 'N53515', 'N38779']",31
59,U39643,['N45509'],"['N40559', 'N23877', 'N49712', 'N59214', 'N1012', 'N64174', 'N29133', 'N8015', 'N29739', 'N9623', 'N50872', 'N48017', 'N61787', 'N28767', 'N47098', 'N40109']",55
60,U50562,['N41224'],"['N36681', 'N26952', 'N55489', 'N27349', 'N17307', 'N57651', 'N49685', 'N29128', 'N50060']",7
61,U53276,['N41165'],"['N17231', 'N64174', 'N5652', 'N4021', 'N17115', 'N45509', 'N42457', 'N23446', 'N64305', 'N33576', 'N13981', 'N36016', 'N38215', 'N47098', 'N39683', 'N50014', 'N11551', 'N59407', 'N60272', 'N54752', 'N36226', 'N16419', 'N57081', 'N59138', 'N16844', 'N50592', 'N61483', 'N48077', 'N11817', 'N51570', 'N48017', 'N23877', 'N60895', 'N4404', 'N38404', 'N49712', 'N46821', 'N58569', 'N3745', 'N59495', 'N14436', 'N60550', 'N16777', 'N48416', 'N54491', 'N10552', 'N39446', 'N64412', 'N16439', 'N50872', 'N4156', 'N7670', 'N8015', 'N38779', 'N58660', 'N51195', 'N40109', 'N29739', 'N61404', 'N62894', 'N10960']",24
62,U54128,['N25467'],"['N27708', 'N65088', 'N33981', 'N36865', 'N33347', 'N349', 'N36086', 'N43083', 'N3590', 'N13580', 'N11513', 'N42028', 'N25764', 'N63697', 'N61074', 'N59852', 'N50314', 'N37377', 'N56396', 'N48015', 'N37009', 'N35305', 'N50329', 'N7128', 'N50389', 'N52000', 'N53431', 'N41881', 'N12831', 'N47851', 'N55645', 'N20926', 'N26702', 'N53017', 'N36683', 'N12168', 'N40342']",83
63,U47477,"['N44516', 'N59450', 'N34724', 'N59981', 'N54541', 'N61359']","['N19117', 'N57342', 'N12744', 'N7754', 'N12800', 'N8233', 'N8399', 'N30518', 'N55631', 'N5980', 'N14440', 'N16230', 'N86', 'N16568', 'N20930', 'N5587', 'N41380', 'N46468', 'N30215', 'N35776', 'N25979', 'N55204', 'N57713', 'N23081', 'N46029', 'N13097', 'N37781', 'N16342', 'N48578', 'N16533', 'N40578', 'N11988', 'N55689', 'N54482', 'N15909', 'N37115', 'N26728', 'N15119', 'N13020', 'N32691', 'N42039', 'N31370', 'N64876', 'N58016', 'N52474', 'N5288', 'N2350', 'N34915', 'N15855', 'N39331', 'N45616', 'N33144', 'N23414', 'N20240', 'N29128', 'N60272', 'N2869', 'N63122', 'N1914', 'N42488', 'N4513', 'N39531', 'N10696', 'N38566', 'N10108', 'N60872', 'N58653', 'N21905', 'N55083', 'N17448', 'N39244', 'N42597', 'N64542', 'N27157', 'N61623', 'N21519', 'N18708', 'N33848']",9
64,U37844,['N55582'],"['N60374', 'N55940', 'N27845', 'N16323', 'N41881', 'N61822', 'N39115', 'N5889', 'N15134', 'N52294', 'N18378', 'N37108', 'N51398', 'N24272', 'N5442', 'N54303', 'N41178', 'N58075', 'N56227', 'N61074', 'N31002', 'N23760', 'N47267', 'N62070', 'N37377', 'N25764']",74
65,U6518,['N24180'],"['N26108', 'N13816', 'N18870', 'N59981', 'N40530', 'N63273', 'N46384', 'N5001', 'N15952', 'N32791', 'N154', 'N23762', 'N57526', 'N60858', 'N11908', 'N36232', 'N36424', 'N47229', 'N21707', 'N55936', 'N47747', 'N53585', 'N13259', 'N50469', 'N36442', 'N11830', 'N28413', 'N9163', 'N20602', 'N51241', 'N52622', 'N59436', 'N36351', 'N43492', 'N25654', 'N45660', 'N13801', 'N63538', 'N7809', 'N36621', 'N60826', 'N58054', 'N35729', 'N35737', 'N34809', 'N61742', 'N57368', 'N6099', 'N40725', 'N36786', 'N55689', 'N15194', 'N53214', 'N8957', 'N40318', 'N37019', 'N57987', 'N13793', 'N42961', 'N14713', 'N49908', 'N8061', 'N43299', 'N63550', 'N29001', 'N4936', 'N54482', 'N55204', 'N7474']",12
66,U39868,['N24272'],"['N31002', 'N51398', 'N25785', 'N58075', 'N62070', 'N57099', 'N61822', 'N41881', 'N5889', 'N27845', 'N37108', 'N60374', 'N55940', 'N23760', 'N18378', 'N3491', 'N20602', 'N15134', 'N41178', 'N52433', 'N25764']",10
67,U23485,"['N47035', 'N50570', 'N58710', 'N23254', 'N36442', 'N29001']","['N5370', 'N16342', 'N56598', 'N15435', 'N43073', 'N44186', 'N26331', 'N33848', 'N24176', 'N22318', 'N32087', 'N41726', 'N11821', 'N15830', 'N32387', 'N48476', 'N56136', 'N25437', 'N47229', 'N7128', 'N4663', 'N40056', 'N58553', 'N27581', 'N43492', 'N45375', 'N53008', 'N6342', 'N12028', 'N55204', 'N40431', 'N57385', 'N3322', 'N47981', 'N50005', 'N31763', 'N26043', 'N53296', 'N36786', 'N10688', 'N31727', 'N21915', 'N15761', 'N61214', 'N15855', 'N62391', 'N19770', 'N29128', 'N11301', 'N37019', 'N27521', 'N33632', 'N10061', 'N17482', 'N24686', 'N15329', 'N33872', 'N8399', 'N47067', 'N10754', 'N32791', 'N12430', 'N10464', 'N49252', 'N15020', 'N54283', 'N9271', 'N36351', 'N33159', 'N38057', 'N49240', 'N32144', 'N7535', 'N61549', 'N9139', 'N13259', 'N3541', 'N18870', 'N57005', 'N46845', 'N11830', 'N3474', 'N48578', 'N64243', 'N63449', 'N40318', 'N15194', 'N60872', 'N43748', 'N18708', 'N57090', 'N23935', 'N17140', 'N50406', 'N154', 'N43415', 'N45616', 'N62212', 'N25953', 'N19735', 'N13801', 'N18354', 'N8061', 'N9158', 'N63538', 'N40171', 'N24180', 'N30108', 'N31370', 'N26376', 'N61900', 'N12800', 'N54868', 'N62147', 'N13816', 'N41578', 'N64787', 'N4815', 'N26286', 'N8957', 'N48890', 'N1914', 'N40065', 'N10840', 'N16804', 'N60162', 'N36621', 'N49908', 'N27357', 'N62599', 'N5075', 'N5043', 'N6379', 'N41698', 'N35937', 'N21882', 'N51346', 'N12523', 'N30135', 'N43338', 'N35729']",64
68,U61371,['N54232'],"['N57957', 'N38155', 'N24171', 'N43745', 'N7474', 'N37814', 'N64009', 'N39731', 'N25953', 'N33848', 'N44815', 'N26331', 'N55204', 'N12109', 'N15260', 'N29952', 'N12191', 'N1914', 'N49879', 'N43789', 'N2869', 'N25979', 'N61623', 'N43748', 'N27716', 'N63273', 'N23684', 'N4936', 'N64542', 'N42853', 'N64397', 'N31203', 'N25414', 'N17419', 'N47006', 'N31370', 'N21882', 'N36330', 'N53899', 'N45660', 'N60872', 'N12028', 'N57385', 'N40065', 'N47229']",65
69,U63808,['N11930'],"['N21077', 'N25639', 'N21571', 'N52867', 'N1031', 'N7494', 'N50484', 'N63913', 'N6837', 'N31503', 'N42515', 'N56211', 'N41934', 'N14478', 'N46917', 'N48487', 'N61233', 'N8964', 'N21484', 'N61811', 'N47652', 'N9284', 'N33828', 'N27737']",39
70,U2935,['N2886'],"['N26376', 'N50060', 'N59407', 'N35729', 'N12042', 'N8346', 'N9475', 'N6926', 'N36712']",71
71,U15363,['N48017'],"['N11551', 'N9621', 'N49364', 'N47098', 'N39109', 'N23814', 'N31679', 'N55712', 'N57081', 'N17231', 'N54752', 'N42457', 'N58814', 'N46283', 'N18529', 'N42634', 'N62318', 'N16931', 'N19318', 'N47570', 'N14436', 'N8639', 'N43445', 'N43275', 'N6388', 'N57368', 'N46923', 'N36003', 'N13486', 'N14056', 'N22188', 'N11817', 'N51553', 'N45509', 'N10960', 'N50004', 'N23446', 'N55281', 'N42803', 'N10552', 'N50601', 'N46821', 'N38779', 'N37673', 'N43277', 'N53237', 'N48613', 'N36226', 'N62992', 'N496', 'N51489', 'N6787', 'N42670', 'N4021', 'N47576', 'N58086', 'N64543', 'N34869', 'N29212', 'N47572', 'N9135', 'N40109', 'N50872', 'N35094', 'N45523', 'N12446', 'N32641', 'N46992', 'N41387', 'N63174', 'N54274', 'N65202', 'N38306', 'N38404', 'N55275', 'N32567', 'N8595', 'N1539', 'N62894', 'N22257', 'N42698', 'N29363', 'N53470', 'N4156', 'N23805', 'N56300', 'N35393', 'N5652', 'N34185', 'N37793', 'N19019', 'N28072', 'N3064', 'N28203', 'N31893', 'N61296', 'N44698', 'N54348', 'N11363', 'N41165', 'N6477', 'N42860', 'N56777', 'N4404', 'N61787', 'N25165', 'N51570', 'N23877', 'N8907', 'N21428', 'N20576', 'N12627', 'N33576', 'N366', 'N45428', 'N49712', 'N14713', 'N60231', 'N28132', 'N2787', 'N32015', 'N59138', 'N8260', 'N20793', 'N58660', 'N38869']",59
72,U5627,['N46607'],"['N64745', 'N20678', 'N261', 'N40380', 'N17059', 'N33261', 'N64851', 'N39317', 'N49200']",21
73,U7471,"['N27961', 'N61022', 'N36545']","['N57097', 'N24342', 'N37022', 'N17965', 'N15134', 'N288', 'N17252', 'N54595', 'N65088', 'N43869', 'N16209', 'N42346', 'N55645', 'N29341', 'N41220', 'N26179', 'N47245', 'N18572', 'N12589', 'N1034', 'N44966', 'N55186', 'N53017', 'N64916', 'N58051', 'N3232', 'N49575', 'N61768', 'N48015', 'N35567', 'N9473']",96
74,U67565,['N57614'],"['N29341', 'N35854', 'N48657', 'N11830', 'N26706', 'N44651', 'N64513', 'N17355', 'N30619', 'N23184', 'N61145', 'N14520', 'N61022', 'N53245', 'N49279', 'N5276', 'N61185', 'N41220', 'N15224', 'N59390']",45
75,U1376,['N30475'],"['N41020', 'N20930', 'N33619', 'N32544', 'N31504', 'N29128', 'N7319', 'N49180', 'N50675', 'N22457', 'N20043', 'N27041', 'N57132', 'N7927', 'N14184']",79
76,U11533,['N24550'],"['N16920', 'N10464', 'N9869', 'N45616', 'N52944', 'N39765', 'N48578', 'N26262', 'N13263', 'N17586', 'N50107', 'N43648', 'N21119', 'N52622', 'N58410', 'N3474', 'N15132', 'N2869', 'N24176', 'N3841', 'N53296', 'N17106', 'N6056', 'N53696', 'N54482', 'N27966', 'N30108', 'N28837', 'N5905', 'N3541', 'N32087', 'N1914', 'N64816', 'N25587', 'N11929', 'N22457', 'N6099', 'N16096', 'N17694', 'N23235', 'N3821', 'N1355', 'N64397', 'N39844', 'N47401', 'N37199', 'N15020', 'N15830', 'N40431', 'N62667', 'N21840', 'N47149', 'N49879', 'N12280', 'N23784', 'N50005', 'N10754', 'N33619', 'N51587', 'N30475', 'N41222', 'N57402', 'N7809', 'N60872', 'N62212', 'N42039', 'N40065', 'N6342', 'N24180', 'N52474', 'N5370', 'N49935', 'N43502', 'N61117', 'N31370', 'N16342', 'N2', 'N61549', 'N17482', 'N63958', 'N46526', 'N2350', 'N61145', 'N55631', 'N43460', 'N56598', 'N61408', 'N12800', 'N25049', 'N57809', 'N32923', 'N61392', 'N34008', 'N24686', 'N42144', 'N20018', 'N26673', 'N45366', 'N23174', 'N28324', 'N57005', 'N8191', 'N43789', 'N555', 'N46029', 'N5980', 'N15855', 'N38566', 'N55204', 'N1019', 'N19542', 'N13730', 'N51896', 'N25377', 'N43992', 'N37781', 'N58553', 'N47229', 'N30518', 'N43496', 'N26331', 'N5075', 'N29001', 'N13259', 'N15260', 'N29128', 'N60272', 'N6379', 'N45660', 'N24985', 'N57713', 'N12028', 'N18708', 'N34724', 'N45270', 'N47747', 'N42961', 'N57957', 'N15435', 'N16804', 'N48476', 'N44299', 'N26130', 'N45554', 'N23414', 'N15761', 'N26376', 'N47981', 'N55940', 'N33831', 'N46751', 'N57030', 'N52761', 'N33872', 'N20486', 'N5587', 'N57342', 'N55689', 'N15315', 'N7466', 'N5091', 'N43415', 'N33964', 'N9139', 'N3894', 'N967', 'N64482', 'N57456', 'N41578', 'N4936', 'N40468', 'N8957', 'N51815', 'N36933', 'N36712', 'N29854', 'N54489', 'N32144', 'N12363', 'N51241', 'N14531', 'N17340', 'N13816', 'N12492', 'N3697', 'N42597', 'N30998', 'N31769', 'N31980', 'N23935', 'N2952', 'N53585', 'N13930', 'N51506', 'N61623', 'N11768', 'N50469', 'N35272', 'N64009', 'N49375', 'N23081', 'N2823', 'N10688', 'N30135', 'N33848', 'N18314', 'N51210', 'N40356', 'N15462', 'N8061', 'N49777', 'N27473', 'N32691', 'N12083']",34
77,U22930,['N11830'],"['N36703', 'N47035', 'N43309', 'N35937', 'N29001', 'N24686', 'N62570', 'N9475', 'N32144', 'N26130', 'N25414', 'N61623', 'N31273', 'N59407', 'N33848', 'N8061', 'N21428', 'N5497', 'N49685', 'N35737', 'N53318', 'N33632', 'N7328', 'N5171', 'N46966', 'N35729', 'N15830', 'N1914', 'N57987', 'N48759', 'N61363', 'N5980', 'N60858', 'N57368', 'N4912', 'N43432', 'N27581', 'N56193', 'N40171', 'N64542', 'N13341', 'N53017', 'N62599', 'N26376', 'N26607', 'N7891', 'N28047', 'N37833', 'N56598', 'N50469', 'N32087', 'N33981', 'N18870', 'N61742']",90
78,U86017,['N53585'],"['N2', 'N55689', 'N21707', 'N60872', 'N40725', 'N59981', 'N33964', 'N41172']",37
79,U3616,['N15194'],"['N58075', 'N5889', 'N27845', 'N3930', 'N43370', 'N51398', 'N5957', 'N43595', 'N7128', 'N59852', 'N30295', 'N11821', 'N55582', 'N5442', 'N732', 'N55714', 'N60374', 'N52000', 'N41178', 'N22029', 'N39115', 'N32846', 'N60606', 'N24272', 'N18870', 'N58051', 'N62762']",77
80,U47892,['N46917'],"['N56211', 'N27737', 'N61233', 'N2235']",35
81,U66486,['N42977'],"['N7821', 'N33885']",30
82,U91389,['N47061'],"['N52409', 'N32519', 'N4754', 'N12377', 'N55327']",47
83,U37127,['N35729'],"['N21707', 'N55689', 'N59981']",91
84,U24775,['N51048'],"['N64094', 'N13907', 'N34876', 'N59673', 'N39010', 'N287']",41
85,U39222,['N6477'],"['N23446', 'N29212', 'N47098', 'N38779', 'N50872', 'N41387', 'N40109', 'N51570', 'N44698', 'N23877']",88
86,U5286,['N19444'],"['N47061', 'N36624', 'N19592', 'N43386', 'N61023', 'N45266', 'N3465', 'N39187', 'N42143', 'N45742']",58
87,U69950,['N1539'],"['N10960', 'N61296', 'N6578', 'N52554', 'N62318', 'N4021', 'N53515', 'N44698', 'N6477', 'N41165', 'N35815', 'N23446', 'N39949', 'N60186', 'N25165', 'N37994', 'N62563', 'N6837', 'N46821', 'N29212', 'N20413', 'N45523', 'N20676', 'N50872', 'N40326', 'N38779', 'N15043', 'N61595', 'N15279', 'N36251', 'N38797', 'N23547', 'N8907', 'N58814']",43
88,U92093,"['N63970', 'N17843']","['N28480', 'N62386', 'N2823', 'N20069', 'N62360', 'N28912', 'N37363', 'N41020', 'N37972', 'N16096', 'N27039', 'N7319']",69
89,U52005,['N28983'],"['N62570', 'N43309', 'N35937', 'N11363', 'N53054', 'N56598', 'N48759', 'N30383', 'N4912', 'N56193', 'N18870', 'N53318', 'N63538', 'N61214', 'N50469', 'N55689', 'N11830', 'N47035', 'N28974', 'N57090', 'N27581', 'N40300', 'N62391', 'N35729', 'N39949', 'N9475', 'N6693', 'N33848']",48
90,U27804,['N63970'],"['N19318', 'N22825', 'N55606', 'N39317', 'N50675', 'N31978', 'N40839', 'N3123', 'N63154', 'N64734', 'N34657', 'N61404', 'N31370', 'N56243', 'N60272', 'N30475', 'N45389', 'N11793']",44
91,U52914,['N3123'],"['N8400', 'N40539', 'N52122', 'N31370', 'N25722', 'N6056', 'N43266', 'N38309', 'N23942', 'N25124', 'N26376', 'N28495', 'N59277', 'N61408', 'N17031', 'N34977', 'N41220', 'N34956', 'N63970', 'N20041', 'N32589', 'N33883', 'N21753', 'N64851', 'N32182', 'N57844', 'N27932', 'N33677', 'N6975', 'N9719', 'N33425', 'N27289', 'N60272', 'N43368', 'N26673', 'N30475', 'N6066', 'N34110', 'N18708', 'N12424', 'N30814', 'N46751', 'N22407', 'N31978', 'N3663', 'N50688', 'N51285', 'N17896', 'N45389', 'N21741', 'N2823', 'N55606', 'N25624', 'N40839', 'N57957', 'N16096', 'N24607', 'N64152', 'N16291', 'N30088', 'N57426', 'N926', 'N11768', 'N60105', 'N45173', 'N19318', 'N56243', 'N39187', 'N58363']",40
92,U60663,['N55689'],"['N41172', 'N2', 'N21707', 'N32791', 'N33964', 'N63538', 'N42961', 'N154', 'N8957', 'N53585', 'N59981', 'N59436', 'N63550', 'N52622', 'N6099', 'N60872', 'N40725', 'N55204']",84
93,U12957,['N51048'],"['N33501', 'N8509', 'N13907', 'N4642', 'N7618', 'N14029', 'N4510', 'N61032', 'N20746', 'N17117', 'N21420', 'N47061', 'N39774']",87
94,U85027,['N28072'],['N51048'],27
95,U10585,['N20678'],"['N14592', 'N12029', 'N45704', 'N9806', 'N37497', 'N58114', 'N33677', 'N39317', 'N42977', 'N22407', 'N17059', 'N46607', 'N33885', 'N15803', 'N7821']",42
96,U89839,['N62729'],"['N12042', 'N35729', 'N49685']",72
97,U47761,['N18312'],"['N9734', 'N25949', 'N47061', 'N14726', 'N59272', 'N36659', 'N41122', 'N20076', 'N35047', 'N24157', 'N13907', 'N35233', 'N14592', 'N9623', 'N8807', 'N24423', 'N6857', 'N4201', 'N36184', 'N43386', 'N42977', 'N4754', 'N47149', 'N13579', 'N34612', 'N17586', 'N61571', 'N15279', 'N55050', 'N55281', 'N19592', 'N17759', 'N42143', 'N45266', 'N20495', 'N43102', 'N48063', 'N38159', 'N35170', 'N19444', 'N7121', 'N51853', 'N849', 'N29468', 'N62128', 'N47717', 'N34876', 'N40468', 'N11869', 'N64734', 'N57426', 'N59673', 'N28213', 'N59469', 'N25881', 'N60992', 'N41172']",99
98,U13227,['N47817'],"['N45422', 'N49123', 'N16096', 'N20678', 'N39317', 'N43266', 'N12493', 'N62360', 'N26639', 'N7419', 'N32182', 'N6975', 'N62386', 'N64851', 'N15654', 'N58363', 'N40839', 'N22339', 'N21753', 'N33261', 'N3344', 'N63970', 'N44422', 'N46607', 'N33212']",32
99,U70910,['N34876'],"['N20076', 'N14592', 'N45266', 'N35233', 'N59673', 'N13907', 'N42977', 'N47061', 'N62128', 'N35170', 'N60992']",85
